census_2010_block_id,census_block_group_id,census_block_id,census_tract_id
530330262001164,14,106,47
530330262001086,14,107,47
530330262001163,14,108,47
530330262004006,31,109,47
530330262001117,14,110,47
530330262001118,14,111,47
530330117002011,32,112,216
530330117002012,32,113,216
530330264001031,15,114,45
530330263001016,16,115,46
530330263001007,16,116,46
530330263001022,16,117,46
530330263001010,16,118,46
530330117002029,32,119,216
530330095004003,33,120,190
530330100011000,34,121,58
530330100011001,34,122,58
530330095004005,33,123,190
530330095004018,33,124,190
530330095004006,33,125,190
530330095004017,33,126,190
530330095004004,33,127,190
530330095004019,33,128,190
530330261005001,35,129,48
530330261004019,13,130,48
530330263002024,36,131,46
530330305031002,7,132,162
530330305031001,7,133,162
530330305032005,26,134,162
530330305011009,4,135,163
530330305011013,4,136,163
530330305011012,4,137,163
530330305031000,7,138,162
530330305011007,4,139,163
530330305011011,4,140,163
530330305032022,26,141,162
530330305032004,26,142,162
530330297004016,3,143,254
530330297004009,3,144,254
530330297004015,3,145,254
530330297004014,3,146,254
530330297004043,3,147,254
530330297004049,3,148,254
530330297004008,3,149,254
530330305011017,4,150,163
530330305011119,4,151,163
530330109002012,21,152,137
530330110021009,22,153,59
530330110021011,22,154,59
530330110023012,37,155,59
530330110021013,22,156,59
530330110023014,37,157,59
530330110023010,37,158,59
530330292061143,1,159,110
530330292061080,1,160,110
530330292051002,38,161,198
530330292051007,38,162,198
530330292061133,1,163,110
530330292061116,1,164,110
530330292061137,1,165,110
530330292061097,1,166,110
530330313012020,39,167,128
530330313012021,39,168,128
530330297002001,40,169,254
530330297002000,40,170,254
530330297003042,41,171,254
530330297003045,41,172,254
530330297003053,41,173,254
530330297003058,41,174,254
530330297004005,3,175,254
530330297003063,41,176,254
530330297002005,40,177,254
530330297002007,40,178,254
530330297003048,41,179,254
530330297003041,41,180,254
530330297003055,41,181,254
530330297004003,3,182,254
530330297004000,3,183,254
530330297004001,3,184,254
530330297003051,41,185,254
530330297003046,41,186,254
530330297003052,41,187,254
530330297004022,3,188,254
530330297004017,3,189,254
530330297004050,3,190,254
530330104021015,19,191,60
530330262001091,14,192,47
530330262001170,14,193,47
530330262001090,14,194,47
530330262001087,14,195,47
530330262001171,14,196,47
530330262001173,14,197,47
530330262001169,14,198,47
530330262001082,14,199,47
530330093003158,23,200,192
530330093003157,23,201,192
530330323232000,42,202,396
530330312022005,43,203,354
530330289025001,44,204,298
530330297004037,3,205,254
530330315021000,45,206,181
530330315021014,45,207,181
530330315021227,45,208,181
530330104024006,46,209,60
530330245002000,47,210,316
530330245001014,48,211,316
530330245002029,47,212,316
530330245001016,48,213,316
530330245001020,48,214,316
530330116005000,49,215,217
530330116005001,49,216,217
530330116003005,50,217,217
530330116003006,50,218,217
530330116006022,51,219,217
530330116006030,51,220,217
530330116003000,50,221,217
530330116006028,51,222,217
530330116003002,50,223,217
530330120003012,52,224,135
530330120001004,53,225,135
530330120001005,53,226,135
530330120001006,53,227,135
530330120003013,52,228,135
530330273003019,54,229,13
530330273002005,55,230,13
530330273002006,55,231,13
530330282001006,56,232,335
530330282001005,56,233,335
530330282001004,56,234,335
530330297004036,3,235,254
530330297004056,3,236,254
530330297004035,3,237,254
530330297004048,3,238,254
530330257011015,57,239,331
530330253022029,58,240,82
530330253022018,58,241,82
530330253021030,59,242,82
530330253021028,59,243,82
530330253022016,58,244,82
530330253022011,58,245,82
530330253022010,58,246,82
530330253021026,59,247,82
530330257015003,60,248,331
530330253013084,61,249,175
530330253021031,59,250,82
530330253022027,58,251,82
530330253013088,61,252,175
530330253013082,61,253,175
530330253022015,58,254,82
530330253021032,59,255,82
530330257011010,57,256,331
530330253022030,58,257,82
530330253021027,59,258,82
530330253021033,59,259,82
530330253021029,59,260,82
530330257012012,62,261,331
530330253022026,58,262,82
530330253022012,58,263,82
530330257012009,62,264,331
530330117002002,32,265,216
530330110021014,22,266,59
530330117003002,63,267,216
530330117002007,32,268,216
530330117002004,32,269,216
530330117002003,32,270,216
530330117003006,63,271,216
530330117003025,63,272,216
530330089003005,64,273,196
530330088003008,65,274,197
530330088003006,65,275,197
530330088003009,65,276,197
530330088003016,65,277,197
530330088003015,65,278,197
530330088003014,65,279,197
530330088003013,65,280,197
530330088003011,65,281,197
530330088003012,65,282,197
530330089003006,64,283,196
530330086003017,66,284,235
530330089003004,64,285,196
530330089003003,64,286,196
530330089003002,64,287,196
530330089003001,64,288,196
530330086003016,66,289,235
530330090002005,67,290,195
530330090002006,67,291,195
530330025002007,68,292,368
530330025002008,68,293,368
530330025002000,68,294,368
530330097022016,69,295,169
530330299023021,70,296,250
530330299023018,70,297,250
530330232012003,71,298,90
530330232012004,71,299,90
530330220033000,72,300,377
530330070004005,73,301,263
530330323234003,74,302,396
530330323232004,42,303,396
530330323232005,42,304,396
530330323234004,74,305,396
530330323231013,75,306,396
530330317032022,76,307,3
530330238043009,77,308,89
530330315023004,78,309,181
530330252002017,79,310,376
530330112001017,80,311,220
530330112001016,80,312,220
530330112001018,80,313,220
530330112001019,80,314,220
530330112001033,80,315,220
530330306001014,81,316,160
530330306001015,81,317,160
530330306001020,81,318,160
530330306001021,81,319,160
530330306003024,82,320,160
530330306003025,82,321,160
530330109001043,20,322,137
530330109001019,20,323,137
530330224004023,83,324,205
530330323252013,84,325,334
530330323252011,84,326,334
530330323252012,84,327,334
530330323233012,85,328,396
530330323231012,75,329,396
530330323231008,75,330,396
530330323232002,42,331,396
530330282001003,56,332,335
530330282001011,56,333,335
530330282001008,56,334,335
530330282001012,56,335,335
530330281001001,86,336,336
530330281001000,86,337,336
530330282003000,87,338,335
530330281001002,86,339,336
530330281001004,86,340,336
530330281001003,86,341,336
530330282003001,87,342,335
530330281002001,88,343,336
530330281002000,88,344,336
530330282003002,87,345,335
530330282001009,56,346,335
530330282001010,56,347,335
530330281002015,88,348,336
530330281002017,88,349,336
530330282003003,87,350,335
530330281002016,88,351,336
530330282002008,89,352,335
530330282003004,87,353,335
530330282002005,89,354,335
530330282002010,89,355,335
530330281002019,88,356,336
530330245001001,48,357,316
530330245001024,48,358,316
530330245001019,48,359,316
530330245001018,48,360,316
530330120002001,90,361,135
530330251013002,91,362,375
530330320072003,92,363,374
530330320072010,92,364,374
530330105005018,93,365,140
530330301007002,94,366,231
530330301006012,95,367,231
530330301006010,95,368,231
530330067003017,96,369,266
530330067001012,97,370,266
530330067001004,97,371,266
530330320061014,98,372,38
530330320061013,98,373,38
530330320061015,98,374,38
530330096002011,99,375,171
530330096002002,99,376,171
530330096002001,99,377,171
530330098005006,100,378,168
530330099004030,101,379,167
530330097011011,102,380,170
530330097011015,102,381,170
530330097011022,102,382,170
530330097025010,103,383,169
530330097025015,103,384,169
530330097011009,102,385,170
530330097011010,102,386,170
530330097025004,103,387,169
530330298014015,104,388,253
530330298014014,104,389,253
530330234032001,105,390,88
530330069004018,106,391,264
530330106001015,107,392,139
530330106001016,107,393,139
530330106001017,107,394,139
530330106001018,107,395,139
530330106001019,107,396,139
530330106001023,107,397,139
530330106001005,107,398,139
530330106001004,107,399,139
530330106001011,107,400,139
530330106001010,107,401,139
530330044002025,108,402,325
530330044002026,108,403,325
530330226033004,109,404,312
530330308013000,110,405,134
530330050002011,111,406,308
530330050002012,111,407,308
530330050002013,111,408,308
530330295023005,112,409,277
530330295023006,112,410,277
530330321031056,113,411,69
530330321031044,113,412,69
530330220052003,114,413,182
530330220052005,114,414,182
530330097014010,115,415,170
530330097013018,116,416,170
530330097013019,116,417,170
530330110022008,117,418,59
530330110011002,118,419,174
530330260023000,119,420,289
530330275002003,120,421,383
530330275002004,120,422,383
530330275002007,120,423,383
530330275002002,120,424,383
530330275002006,120,425,383
530330275002013,120,426,383
530330275002005,120,427,383
530330091002007,121,428,194
530330258052005,122,429,177
530330258052011,122,430,177
530330258052004,122,431,177
530330258052013,122,432,177
530330258062005,123,433,83
530330258052009,122,434,177
530330258052010,122,435,177
530330258053009,124,436,177
530330258053014,124,437,177
530330258053015,124,438,177
530330258053017,124,439,177
530330258053016,124,440,177
530330258052000,122,441,177
530330258052001,122,442,177
530330258052002,122,443,177
530330258052003,122,444,177
530330254001006,125,445,349
530330254001010,125,446,349
530330028001011,126,447,365
530330028001004,126,448,365
530330028001005,126,449,365
530330028001010,126,450,365
530330273004015,127,451,13
530330273004020,127,452,13
530330322084003,128,453,99
530330078003013,129,454,244
530330078003012,129,455,244
530330078003011,129,456,244
530330054003005,130,457,303
530330250061013,131,458,107
530330322152032,132,459,145
530330322152035,132,460,145
530330322152036,132,461,145
530330322152033,132,462,145
530330322152034,132,463,145
530330322101016,133,464,6
530330322101004,133,465,6
530330322101003,133,466,6
530330322101001,133,467,6
530330325002093,134,468,31
530330325002084,134,469,31
530330290034001,135,470,381
530330204025000,136,471,100
530330204025001,136,472,100
530330256021002,137,473,109
530330256021011,137,474,109
530330256021000,137,475,109
530330256021001,137,476,109
530330304015019,138,477,186
530330304015017,138,478,186
530330304015008,138,479,186
530330303112009,139,480,188
530330303112007,139,481,188
530330303112006,139,482,188
530330303112005,139,483,188
530330303112014,139,484,188
530330303112015,139,485,188
530330294033010,140,486,295
530330294033009,140,487,295
530330294032004,141,488,295
530330294032008,141,489,295
530330043013009,142,490,55
530330043013010,142,491,55
530330043013011,142,492,55
530330043013016,142,493,55
530330321032014,143,494,69
530330321033008,144,495,69
530330304015018,138,496,186
530330321032015,143,497,69
530330303082014,145,498,211
530330303082013,145,499,211
530330303082003,145,500,211
530330303082002,145,501,211
530330303082004,145,502,211
530330303082007,145,503,211
530330303082000,145,504,211
530330303082001,145,505,211
530330303081002,146,506,211
530330303081001,146,507,211
530330303081000,146,508,211
530330303081003,146,509,211
530330303081007,146,510,211
530330303082005,145,511,211
530330303081009,146,512,211
530330303081010,146,513,211
530330303081004,146,514,211
530330303081006,146,515,211
530330303081005,146,516,211
530330303084004,147,517,211
530330303081008,146,518,211
530330014003006,148,519,389
530330014003007,148,520,389
530330014003005,148,521,389
530330014003004,148,522,389
530330014003003,148,523,389
530330014003002,148,524,389
530330014003010,148,525,389
530330204021004,149,526,100
530330204021003,149,527,100
530330303124003,150,528,187
530330303124007,150,529,187
530330303122008,151,530,187
530330303122004,151,531,187
530330303124008,150,532,187
530330291021011,152,533,111
530330291021022,152,534,111
530330293054006,153,535,359
530330274001018,154,536,384
530330274001019,154,537,384
530330324013051,155,538,71
530330324013052,155,539,71
530330324013053,155,540,71
530330217003001,156,541,274
530330217003007,156,542,274
530330217003008,156,543,274
530330217003002,156,544,274
530330217001000,157,545,274
530330217001001,157,546,274
530330217001007,157,547,274
530330217001008,157,548,274
530330217001002,157,549,274
530610519172009,158,550,701
530330217003004,156,551,274
530610519172006,158,552,701
530330216001011,159,553,397
530330216001000,159,554,397
530330216001002,159,555,397
530330217001009,157,556,274
530330217001003,157,557,274
530330217004009,160,558,274
530330217004010,160,559,274
530330217004011,160,560,274
530330217004012,160,561,274
530330217004004,160,562,274
530330217004001,160,563,274
530330217004000,160,564,274
530330217004003,160,565,274
530330217004008,160,566,274
530330217004006,160,567,274
530330217004007,160,568,274
530330217004005,160,569,274
530330217003010,156,570,274
530330217002015,161,571,274
530330217002017,161,572,274
530330217002016,161,573,274
530330217002019,161,574,274
530330217002020,161,575,274
530330217005008,162,576,274
530330217005009,162,577,274
530330303123003,163,578,187
530330303123002,163,579,187
530330303123001,163,580,187
530330303123017,163,581,187
530330303123000,163,582,187
530330096001008,164,583,171
530330096002005,99,584,171
530330096002006,99,585,171
530330314005000,165,586,373
530330315023034,78,587,181
530530702072019,166,588,510
530330315023037,78,589,181
530530702072018,166,590,510
530530702073002,167,591,510
530530702073001,167,592,510
530330315023045,78,593,181
530530702073023,167,594,510
530330315021170,45,595,181
530330315021039,45,596,181
530330315021048,45,597,181
530330315021059,45,598,181
530330315021045,45,599,181
530530701001033,168,600,486
530530701001034,168,601,486
530330225003001,169,602,294
530330225003002,169,603,294
530330312025006,170,604,354
530330312025007,170,605,354
530330312025034,170,606,354
530330312025008,170,607,354
530330312025009,170,608,354
530330312025035,170,609,354
530330315013044,171,610,73
530330312023013,172,611,354
530330312023021,172,612,354
530330315013042,171,613,73
530330315013083,171,614,73
530330315022003,173,615,181
530330315013015,171,616,73
530330315022004,173,617,181
530330315013084,171,618,73
530330315021122,45,619,181
530330315021175,45,620,181
530330315021079,45,621,181
530330315021032,45,622,181
530330097013022,116,623,170
530330322073002,174,624,39
530330277023022,175,625,340
530330277023024,175,626,340
530330277023029,175,627,340
530330301006001,95,628,231
530330301006000,95,629,231
530330301006003,95,630,231
530330305011046,4,631,163
530330305011043,4,632,163
530330305011025,4,633,163
530330305011023,4,634,163
530330305011053,4,635,163
530330305011047,4,636,163
530330316013002,176,637,67
530330316013000,176,638,67
530330316013004,176,639,67
530330316013005,176,640,67
530330312044007,177,641,355
530330312044004,177,642,355
530330316013001,176,643,67
530330316013006,176,644,67
530330316032012,178,645,68
530330316032013,178,646,68
530330315012006,179,647,73
530330315021092,45,648,181
530330327025206,180,649,42
530330277015017,181,650,84
530330277015021,181,651,84
530330277015028,181,652,84
530330277015015,181,653,84
530330277015014,181,654,84
530330292061157,1,655,110
530330292061050,1,656,110
530330292061160,1,657,110
530330292061161,1,658,110
530330292061060,1,659,110
530330292061051,1,660,110
530330292061077,1,661,110
530330292061061,1,662,110
530330292061072,1,663,110
530330292061158,1,664,110
530330292061155,1,665,110
530330292061020,1,666,110
530330292061156,1,667,110
530330319062025,182,668,127
530330318002002,183,669,33
530330318002023,183,670,33
530330320032011,184,671,35
530330320032005,184,672,35
530330320032006,184,673,35
530330320032010,184,674,35
530330320022035,185,675,34
530330320032009,184,676,35
530330320032017,184,677,35
530330320034078,186,678,35
530330320034074,186,679,35
530330327025137,180,680,42
530330327025001,180,681,42
530330327025152,180,682,42
530330327025205,180,683,42
530330033002010,187,684,346
530330033002013,187,685,346
530330266001000,188,686,20
530330266002000,189,687,20
530330266002011,189,688,20
530330266002012,189,689,20
530330266002006,189,690,20
530330121002000,190,691,105
530330121002007,190,692,105
530330121002012,190,693,105
530330121002010,190,694,105
530330267004005,191,695,19
530330266001003,188,696,20
530330266001004,188,697,20
530330114022021,192,698,62
530330114022020,192,699,62
530330266001001,188,700,20
530330266002003,189,701,20
530330266001005,188,702,20
530330266001009,188,703,20
530330266002007,189,704,20
530330266002008,189,705,20
530330266002010,189,706,20
530330266002002,189,707,20
530330266002013,189,708,20
530330266002009,189,709,20
530330266001006,188,710,20
530330266002001,189,711,20
530330121002001,190,712,105
530330121002008,190,713,105
530330121002009,190,714,105
530330267004006,191,715,19
530330121002002,190,716,105
530330121002003,190,717,105
530330120002002,90,718,135
530330267004002,191,719,19
530330260011023,193,720,49
530330253022000,58,721,82
530330250063026,194,722,107
530330250063029,194,723,107
530330321023015,195,724,5
530330321023048,195,725,5
530330327022000,196,726,42
530330327031045,197,727,11
530330326021054,198,728,41
530330326021049,198,729,41
530330326021052,198,730,41
530330328002048,199,731,43
530330328002002,199,732,43
530330327025030,180,733,42
530330328003294,200,734,43
530330048004018,201,735,310
530330048003003,202,736,310
530330048004017,201,737,310
530339901000029,203,738,30
530330243001008,204,739,314
530330243001005,204,740,314
530330243005006,205,741,314
530330243001017,204,742,314
530330243001001,204,743,314
530330233001024,206,744,225
530330233001032,206,745,225
530330233001030,206,746,225
530330233001033,206,747,225
530330231003011,207,748,223
530330231003014,207,749,223
530330234033005,208,750,88
530330322151006,209,751,145
530330322131000,210,752,202
530330322133006,211,753,202
530330322131001,210,754,202
530330326012018,212,755,357
530330328001119,213,756,43
530330328003257,200,757,43
530330328003079,200,758,43
530330322073014,174,759,39
530330322083010,214,760,99
530330322083009,214,761,99
530330080013019,215,762,242
530330029002012,216,763,364
530330030001025,217,764,363
530330029002010,216,765,364
530330029003015,218,766,364
530330029002014,216,767,364
530330029002013,216,768,364
530330030003019,219,769,363
530330030003018,219,770,363
530330040001000,220,771,328
530330323243003,221,772,157
530330323242001,222,773,157
530330323253006,223,774,334
530330323092026,224,775,333
530330323133016,225,776,9
530330323242004,222,777,157
530330323132006,226,778,9
530330323132015,226,779,9
530330323132013,226,780,9
530330323252004,84,781,334
530330323242002,222,782,157
530330323253000,223,783,334
530330323243004,221,784,157
530330323132014,226,785,9
530330323253008,223,786,334
530330323241008,227,787,157
530330323243005,221,788,157
530330323242000,222,789,157
530330324024024,228,790,72
530330323151004,229,791,151
530330323151007,229,792,151
530330323151026,229,793,151
530330324024028,228,794,72
530330325002000,134,795,31
530330325001067,230,796,31
530330325004018,231,797,31
530330328003281,200,798,43
530330202001008,232,799,103
530330202002004,233,800,103
530330202003001,234,801,103
530330202003003,234,802,103
530330202003006,234,803,103
530330202005000,235,804,103
530330208004000,236,805,77
530330202002008,233,806,103
530330202005004,235,807,103
530330202005005,235,808,103
530330208001003,237,809,77
530330202002013,233,810,103
530330202002011,233,811,103
530330208001002,237,812,77
530330208001001,237,813,77
530330202004001,238,814,103
530330202001012,232,815,103
530330202004004,238,816,103
530330202001005,232,817,103
530330202005006,235,818,103
530330202001010,232,819,103
530330202004003,238,820,103
530330202001011,232,821,103
530330202004006,238,822,103
530330202004000,238,823,103
530330202003000,234,824,103
530330202001013,232,825,103
530330202001004,232,826,103
530330202003005,234,827,103
530330207003002,239,828,78
530330217002001,161,829,274
530330217002002,161,830,274
530330217003005,156,831,274
530330217003009,156,832,274
530330217001006,157,833,274
530330217002018,161,834,274
530330216003014,240,835,397
530330217002009,161,836,274
530330217003000,156,837,274
530330217001005,157,838,274
530330323201000,241,839,2
530330323201001,241,840,2
530330323201009,241,841,2
530330323201020,241,842,2
530330323201017,241,843,2
530330323201014,241,844,2
530330323073011,242,845,155
530330323201019,241,846,2
530330323201013,241,847,2
530330323073007,242,848,155
530610519121032,243,849,737
530330323201002,241,850,2
530330323201008,241,851,2
530330323073009,242,852,155
530330323073002,242,853,155
530330323073006,242,854,155
530330323073031,242,855,155
530330324011054,244,856,71
530330324011050,244,857,71
530330325001018,230,858,31
530330325001000,230,859,31
530330325001025,230,860,31
530330328003227,200,861,43
530330328003330,200,862,43
530330328003366,200,863,43
530330328003345,200,864,43
530330328003021,200,865,43
530330203005000,245,866,102
530330309011015,246,867,132
530330309011002,246,868,132
530330309011001,246,869,132
530330309011004,246,870,132
530330309011031,246,871,132
530330114012005,247,872,81
530330296023025,248,873,255
530330022001021,249,874,370
530330022001011,249,875,370
530330022002000,250,876,370
530330096005018,251,877,171
530330264005010,252,878,45
530330264005012,252,879,45
530330264005013,252,880,45
530330264005014,252,881,45
530330264003003,253,882,45
530330264005016,252,883,45
530330264003004,253,884,45
530330284024046,254,885,321
530330268023005,255,886,17
530330096005014,251,887,171
530330097025012,103,888,169
530330097021023,256,889,169
530330096005013,251,890,171
530330097014014,115,891,170
530330097011000,102,892,170
530330096003006,257,893,171
530330097024019,258,894,169
530330097011017,102,895,170
530330097011016,102,896,170
530330097012003,259,897,170
530330097011006,102,898,170
530330097011005,102,899,170
530330097013024,116,900,170
530330097013012,116,901,170
530330097013026,116,902,170
530330097011020,102,903,170
530330097011021,102,904,170
530330097011023,102,905,170
530330097011019,102,906,170
530330097012009,259,907,170
530330097013016,116,908,170
530330097013004,116,909,170
530330097013011,116,910,170
530330097013010,116,911,170
530330097013023,116,912,170
530330106005013,260,913,139
530330097012004,259,914,170
530330097012002,259,915,170
530330095002039,261,916,190
530330095001040,262,917,190
530330095001039,262,918,190
530330095001035,262,919,190
530330095001044,262,920,190
530330228032003,263,921,178
530330228032013,263,922,178
530330049005009,264,923,309
530330203002005,265,924,102
530330317041028,266,925,36
530330317042006,267,926,36
530330004011008,268,927,26
530330004011007,268,928,26
530330004011005,268,929,26
530330004013000,269,930,26
530330004013001,269,931,26
530330314003003,270,932,373
530330048004015,201,933,310
530330048004016,201,934,310
530330225004008,271,935,294
530330263002020,36,936,46
530330263002021,36,937,46
530330263002022,36,938,46
530330263002039,36,939,46
530330263002036,36,940,46
530330263002037,36,941,46
530330263002038,36,942,46
530330263002027,36,943,46
530330263002028,36,944,46
530330263002018,36,945,46
530330263002017,36,946,46
530330263002019,36,947,46
530330261005003,35,948,48
530330261005002,35,949,48
530330261004016,13,950,48
530330261005004,35,951,48
530330219041033,272,952,184
530330061003003,273,953,285
530330066001005,274,954,267
530330066001004,274,955,267
530330066001006,274,956,267
530330245002026,47,957,316
530330245002024,47,958,316
530330245002020,47,959,316
530330245002021,47,960,316
530330245003020,275,961,316
530330245002023,47,962,316
530330245003019,275,963,316
530330245003022,275,964,316
530330245001034,48,965,316
530330245001035,48,966,316
530330245001036,48,967,316
530330245001033,48,968,316
530330245002027,47,969,316
530330246012000,276,970,247
530330252004010,277,971,376
530330252004009,277,972,376
530330327025090,180,973,42
530330327025021,180,974,42
530330327025092,180,975,42
530330327025071,180,976,42
530330327025060,180,977,42
530330275003007,278,978,383
530330225004023,271,979,294
530330327041047,279,980,12
530330327041028,279,981,12
530330327041048,279,982,12
530330293072000,280,983,296
530330215004000,281,984,50
530330298026016,282,985,252
530330314001000,283,986,373
530330313011042,284,987,128
530330074014004,285,988,149
530330317033008,286,989,3
530330317033012,286,990,3
530330323241007,227,991,157
530330323241006,227,992,157
530330323241005,227,993,157
530330205002000,287,994,80
530330322081013,288,995,99
530330097022014,69,996,169
530330097022015,69,997,169
530330098004010,289,998,168
530330098004019,289,999,168
530330260021003,12,1000,289
530330277012036,290,1001,84
530330067001011,97,1002,266
530330293032004,291,1003,361
530330295033007,292,1004,276
530330298012004,293,1005,253
530330297004041,3,1006,254
530330074022002,294,1007,56
530330285003000,295,1008,319
530330285003002,295,1009,319
530330221024010,296,1010,293
530330221024011,296,1011,293
530330218022050,297,1012,183
530330221021010,298,1013,293
530330221021004,298,1014,293
530330221021000,298,1015,293
530330226041009,299,1016,313
530330226041010,299,1017,313
530330221021018,298,1018,293
530330221021022,298,1019,293
530330221021021,298,1020,293
530330221021005,298,1021,293
530330323223006,300,1022,92
530330323223010,300,1023,92
530330323223007,300,1024,92
530330323223000,300,1025,92
530330323223001,300,1026,92
530330250032015,301,1027,96
530330256023002,302,1028,109
530330256023001,302,1029,109
530330237002005,303,1030,249
530330237002013,303,1031,249
530330237002014,303,1032,249
530330237001012,304,1033,249
530330237001013,304,1034,249
530330237001011,304,1035,249
530330237001014,304,1036,249
530330237001005,304,1037,249
530330003001016,305,1038,27
530330103005001,306,1039,141
530330323152009,307,1040,151
530330323152007,307,1041,151
530330323152006,307,1042,151
530330323152012,307,1043,151
530330323152013,307,1044,151
530330323152011,307,1045,151
530330323152015,307,1046,151
530330323152016,307,1047,151
530330323152014,307,1048,151
530330323152024,307,1049,151
530330323153027,308,1050,151
530330323152023,307,1051,151
530330323152017,307,1052,151
530330323152010,307,1053,151
530330323152034,307,1054,151
530330323152025,307,1055,151
530330323151020,229,1056,151
530330323152020,307,1057,151
530330323152019,307,1058,151
530330323152027,307,1059,151
530330323152031,307,1060,151
530330323152033,307,1061,151
530330056005004,309,1062,302
530330218021032,310,1063,183
530330218021003,310,1064,183
530330218021033,310,1065,183
530330293073009,311,1066,296
530330039001020,312,1067,329
530330039001021,312,1068,329
530330039001007,312,1069,329
530330070002004,313,1070,263
530330073001014,314,1071,260
530330099002005,315,1072,167
530330099004095,101,1073,167
530330062001056,316,1074,284
530330062001066,316,1075,284
530330273003025,54,1076,13
530330210002011,317,1077,75
530330210002012,317,1078,75
530330203004001,318,1079,102
530330203004000,318,1080,102
530330203004004,318,1081,102
530330203004005,318,1082,102
530330313022040,319,1083,356
530330313022039,319,1084,356
530530702072004,166,1085,510
530530702073009,167,1086,510
530330315023052,78,1087,181
530330315021195,45,1088,181
530330315021058,45,1089,181
530530703073010,320,1090,522
530330312023023,172,1091,354
530330315021187,45,1092,181
530330277023026,175,1093,340
530330277023037,175,1094,340
530330277023036,175,1095,340
530330277023027,175,1096,340
530330277023039,175,1097,340
530330277023035,175,1098,340
530330277023030,175,1099,340
530330298026018,282,1100,252
530330299023000,70,1101,250
530330299023013,70,1102,250
530330299021000,321,1103,250
530330299023001,70,1104,250
530330299023003,70,1105,250
530330298026021,282,1106,252
530330298026015,282,1107,252
530330299021009,321,1108,250
530330299023002,70,1109,250
530330299021002,321,1110,250
530330317041040,266,1111,36
530330312044003,177,1112,355
530330312044002,177,1113,355
530330312041000,322,1114,355
530330312041002,322,1115,355
530330317041011,266,1116,36
530330312044000,177,1117,355
530330316013012,176,1118,67
530330317041041,266,1119,36
530330312044001,177,1120,355
530330317041035,266,1121,36
530330312041003,322,1122,355
530330317041031,266,1123,36
530330316031028,323,1124,68
530330316053019,324,1125,116
530330316053018,324,1126,116
530330075002009,325,1127,259
530330277015013,181,1128,84
530339901000065,203,1129,30
530330283003050,2,1130,322
530330292061101,1,1131,110
530330283003070,2,1132,322
530330283003069,2,1133,322
530330283003049,2,1134,322
530330283003082,2,1135,322
530330283003036,2,1136,322
530330292061070,1,1137,110
530330283003035,2,1138,322
530330318002011,183,1139,33
530330318002022,183,1140,33
530330320022038,185,1141,34
530330320032021,184,1142,35
530330320032020,184,1143,35
530330320022037,185,1144,34
530330320032014,184,1145,35
530330320022040,185,1146,34
530330320034068,186,1147,35
530330327025207,180,1148,42
530330327025201,180,1149,42
