census_2010_block_id,sector_id,number_of_jobs,census_block_id
530330002001017,11,2,18545
530330002001018,3,1,11612
530330002001018,7,3,11612
530330002001018,8,1,11612
530330002001018,9,2,11612
530330002001018,11,1,11612
530330002002000,2,1,11616
530330002002000,4,1,11616
530330002002000,7,4,11616
530330002002000,8,1,11616
530330002002000,9,0,11616
530330002002000,11,2,11616
530330002002001,9,1,11613
530330002002002,2,1,11614
530330002002002,7,2,11614
530330002002002,8,1,11614
530330002002002,9,0,11614
530330002002002,11,1,11614
530330002002003,4,1,11610
530330002002003,11,5,11610
530330002002003,13,134,11610
530330002002004,2,4,11611
530330002002004,5,3,11611
530330002002004,7,6,11611
530330002002004,11,4,11611
530330002002005,8,1,11383
530330002002005,9,0,11383
530330002002005,11,2,11383
530330002002006,2,4,11382
530330002002006,7,1,11382
530330002002007,5,1,5969
530330002002007,7,1,5969
530330002002008,7,1,5965
530330002002008,9,0,5965
530330002002008,11,1,5965
530330002002009,7,2,18621
530330002002009,8,38,18621
530330002002009,11,2,18621
530330002002010,7,6,18620
530330002002011,2,3,18619
530330002002011,4,22,18619
530330002002011,7,1,18619
530330002002012,3,39,8587
530330002002012,4,3,8587
530330002002012,5,14,8587
530330002002012,7,30,8587
530330002002012,8,4,8587
530330002002012,9,17,8587
530330002002012,10,1,8587
530330002002012,11,10,8587
530330002002012,12,158,8587
530330002002013,7,11,11618
530330002002013,11,2,11618
530330002002014,2,3,18622
530330002002014,3,3,18622
530330002002014,8,1,18622
530330002002014,9,0,18622
530330002002014,11,11,18622
530330002002014,12,23,18622
530330002002015,7,66,1465
530330002002015,11,1,1465
530330002003000,4,10,11259
530330002003000,5,21,11259
530330002003000,7,27,11259
530330002003000,9,2,11259
530330002003000,10,22,11259
530330002003000,11,24,11259
530330002003000,12,15,11259
530330002003001,4,1,9542
530330002003001,7,6,9542
530330002003001,8,4,9542
530330002003001,11,3,9542
530330002003003,2,1,22327
530330002003004,2,1,10037
530330002003004,7,1,10037
530330002003004,9,1,10037
530330002003005,2,4,22323
530330002003005,4,1,22323
530330002003005,5,1,22323
530330002003005,7,1,22323
530330002003005,9,2,22323
530330002003005,11,3,22323
530330002003006,4,1,13047
530330002003006,7,4,13047
530330002003006,8,1,13047
530330002003006,11,3,13047
530330002003007,7,3,22322
530330002003007,11,1,22322
530330002004000,7,1,22460
530330002004000,8,1,22460
530330002004001,2,9,22462
530330002004001,5,175,22462
530330002004001,7,8,22462
530330002004001,10,40,22462
530330002004001,11,8,22462
530330002004002,3,1,21877
530330002004002,7,1,21877
530330002004002,8,2,21877
530330002004002,9,0,21877
530330002004002,11,2,21877
530330002004003,2,1,22458
530330002004003,11,1,22458
530330002004004,7,1,22456
530330002004004,11,1,22456
530330002004005,4,3,8083
530330002004005,5,1,8083
530330002004005,7,3,8083
530330002004005,8,1,8083
530330002004005,9,1,8083
530330002004005,10,10,8083
530330002004005,11,4,8083
530330002004006,7,2,20197
530330002004006,11,1,20197
530330002004007,7,1,20198
530330002004008,7,3,20199
530330002004008,11,1,20199
530330002004009,7,2,22829
530330002004010,7,1,22830
530330002004010,11,1,22830
530330002004012,2,1,5972
530330002004012,9,0,5972
530330002004012,11,3,5972
530330002004013,7,1,5971
530330002004013,11,1,5971
530330002004014,2,4,5970
530330002004014,5,2,5970
530330002004014,7,8,5970
530330002005000,3,4,5615
530330002005000,4,2,5615
530330002005000,5,4,5615
530330002005000,7,24,5615
530330002005000,8,1,5615
530330002005000,9,2,5615
530330002005000,11,5,5615
530330002005001,9,4,11267
530330002005001,11,2,11267
530330002005002,7,3,20126
530330002005003,2,1,22326
530330002005003,3,0,22326
530330002005003,5,2,22326
530330002005003,7,1,22326
530330002005003,11,1,22326
530330002005004,2,4,5967
530330002005004,4,1,5967
530330002005004,7,4,5967
530330002005004,8,2,5967
530330002005004,9,5,5967
530330002005004,11,1,5967
530330002005004,12,1,5967
530330002005005,2,1,5968
530330002005005,4,3,5968
530330002005005,7,1,5968
530330002005005,11,0,5968
530330002005006,4,10,5966
530330002005006,7,2,5966
530330002005006,8,1,5966
530330002005006,13,2,5966
530330002005007,4,1,21528
530330002005007,7,4,21528
530330002005007,9,2,21528
530330002005007,11,3,21528
530330002005008,7,4,22324
530330002005008,11,3,22324
530330002005009,2,0,22325
530330002005009,7,27,22325
530330002005009,8,2,22325
530330002005009,9,2,22325
530330002005009,11,3,22325
530330002006002,2,11,22212
530330002006002,9,3,22212
530330002006002,11,1,22212
530330002006003,5,1,22211
530330002006003,9,0,22211
530330002006003,11,1,22211
530330002006004,2,2,22461
530330002006004,3,1,22461
530330002006004,4,2,22461
530330002006004,7,1,22461
530330002006004,9,1,22461
530330002006004,11,2,22461
530330002006005,9,7,22459
530330002006006,2,5,22219
530330002006006,9,2,22219
530330002006006,11,3,22219
530330002006007,2,-4,22218
530330002006007,11,1,22218
530330002006008,5,1,22217
530330002006008,7,2,22217
530330002006008,8,1,22217
530330002006008,11,2,22217
530330002006009,2,12,22216
530330002006009,7,2,22216
530330002006009,9,2,22216
530330002006010,2,2,22215
530330002006010,7,2,22215
530330002006010,8,1,22215
530330002006010,11,1,22215
530330002006011,7,1,22457
530330002006011,8,1,22457
530330002006011,11,3,22457
530330002006012,2,2,22220
530330002006012,7,4,22220
530330002006012,8,2,22220
530330002006012,9,1,22220
530330002006012,11,1,22220
530330002006013,11,1,20672
530330002006014,2,1,22221
530330002006014,7,1,22221
530330002006014,11,1,22221
530330002006015,7,9,22222
530330002006015,11,1,22222
530330002006016,7,1,22229
530330002006017,4,3,22230
530330002006017,7,1,22230
530330002006017,9,1,22230
530330002006017,11,1,22230
530330002006018,7,4,22231
530330002006018,8,1,22231
530330002006018,9,1,22231
530330002006018,11,1,22231
530330002006019,7,61,22233
530330002006020,4,1,22232
530330002006020,7,1,22232
530330002006021,7,11,11617
530330002006021,11,1,11617
530330002006022,7,1,11615
530330002006022,11,1,11615
530330002006023,2,1,19937
530330002006024,4,1,19936
530330002006024,8,1,19936
530330002006025,3,1,3644
530330002006026,3,1,3645
530330002006027,7,2,3646
530330002006027,11,1,3646
530330003001004,8,189,15044
530330003001005,8,-111,15045
530330003001005,13,207,15045
530330003001007,2,8,11261
530330003001007,7,1,11261
530330003001008,2,2,11263
530330003001009,2,2,11265
530330003001009,3,1,11265
530330003001009,4,1,11265
530330003001009,7,1,11265
530330003001009,11,1,11265
530330003001010,2,2,22398
530330003001010,7,1,22398
530330003001010,9,2,22398
530330003001012,5,1,22399
530330003001013,7,1,15058
530330003001013,11,3,15058
530330003001015,5,1,22336
530330003001015,7,1,22336
530330003001015,9,1,22336
530330003001016,5,1,1038
530330003001016,7,1,1038
530330003001017,7,3,11260
530330003001018,4,1,11266
530330003001019,4,1,22337
530330003001019,7,2,22337
530330003001019,8,1,22337
530330003001019,9,1,22337
530330003001019,11,1,22337
530330003001020,7,3,15050
530330003001020,9,1,15050
530330003001020,11,5,15050
530330003001022,7,4,15047
530330003001023,11,1,15048
530330003001026,7,2,9543
530330003001026,8,1,9543
530330003001026,11,1,9543
530330003001027,7,2,15051
530330003001029,8,85,11262
530330003001030,5,1,18997
530330003001030,9,13,18997
530330003001031,11,2,1531
530330003001033,9,5,9548
530330003001034,2,1,22332
530330003001034,7,1,22332
530330003001035,2,2,9546
530330003002000,10,1,22396
530330003002001,5,1,22395
530330003002001,7,3,22395
530330003002001,9,1,22395
530330003002001,11,2,22395
530330003002002,11,3,22394
530330003002003,7,2,22393
530330003002003,9,6,22393
530330003002003,11,1,22393
530330003002004,2,1,22392
530330003002004,11,1,22392
530330003002006,2,2,22265
530330003002006,7,3,22265
530330003002008,4,1,22390
530330003002008,11,1,22390
530330003002009,9,2,22388
530330003002010,10,1,22386
530330003002011,5,29,22387
530330003002011,10,37,22387
530330003002012,7,1,22389
530330003002012,9,0,22389
530330003002014,11,2,22406
530330003002015,1,2,21341
530330003002015,2,1,21341
530330003002015,4,1,21341
530330003002015,7,3,21341
530330003002015,9,82,21341
530330003002015,11,2,21341
530330003002016,4,2,22407
530330003002016,5,13,22407
530330003002016,7,1,22407
530330003002016,10,2,22407
530330003002016,11,20,22407
530330003002017,2,116,22018
530330003002017,4,12,22018
530330003002017,5,18,22018
530330003002017,7,18,22018
530330003002017,10,15,22018
530330003002017,11,16,22018
530330003002018,2,2,22019
530330003002018,4,1,22019
530330003002018,11,4,22019
530330003002020,2,1,22405
530330003002024,7,1,22400
530330003002024,11,1,22400
530330003002025,8,1,22029
530330003002025,9,18,22029
530330003002026,5,1,22026
530330003002026,7,3,22026
530330003002026,11,1,22026
530330003002027,2,3,22027
530330003002027,11,2,22027
530330003002028,2,3,22028
530330003002028,5,1,22028
530330003002029,2,7,22030
530330003002029,7,2,22030
530330003002029,8,1,22030
530330003002029,11,1,22030
530330003002030,2,6,22403
530330003002030,7,1,22403
530330003002031,7,2,22020
530330003002031,8,1,22020
530330004011000,2,15,10438
530330004011000,4,7,10438
530330004011000,5,20,10438
530330004011000,7,14,10438
530330004011000,9,6,10438
530330004011000,10,20,10438
530330004011000,11,2,10438
530330004011000,12,107,10438
530330004011001,2,3,7932
530330004011001,4,5,7932
530330004011001,5,2,7932
530330004011001,7,11,7932
530330004011001,8,1,7932
530330004011001,9,0,7932
530330004011001,11,6,7932
530330004011002,7,3,10452
530330004011002,8,1,10452
530330004011003,4,1,10447
530330004011004,5,8,10440
530330004011004,7,3,10440
530330004011004,8,5,10440
530330004011004,9,45,10440
530330004011004,10,14,10440
530330004011004,11,4,10440
530330004011005,2,17,929
530330004011005,4,3,929
530330004011005,5,6,929
530330004011005,7,18,929
530330004011005,9,57,929
530330004011005,11,9,929
530330004011006,2,4,10439
530330004011006,3,1,10439
530330004011006,4,7,10439
530330004011006,5,3,10439
530330004011006,7,6,10439
530330004011006,9,7,10439
530330004011006,11,45,10439
530330004011007,2,3,928
530330004011007,4,4,928
530330004011007,5,101,928
530330004011007,7,3,928
530330004011007,9,1,928
530330004011007,11,2,928
530330004011008,2,1,927
530330004011008,4,1,927
530330004011008,5,59,927
530330004011008,7,5,927
530330004011008,9,45,927
530330004011008,10,1,927
530330004011008,11,2,927
530330004011009,3,1,10449
530330004011009,4,7,10449
530330004011009,5,224,10449
530330004011009,7,47,10449
530330004011009,9,3,10449
530330004011009,10,68,10449
530330004011009,11,42,10449
530330004012000,2,24,10826
530330004012000,4,1,10826
530330004012000,5,3,10826
530330004012000,7,6,10826
530330004012000,9,66,10826
530330004012000,10,17,10826
530330004012000,11,5,10826
530330004012002,7,3,10828
530330004012003,11,11,10827
530330004012004,5,1,4010
530330004012004,7,4,4010
530330004012004,9,7,4010
530330004012004,10,20,4010
530330004012005,7,2,4011
530330004012005,11,1,4011
530330004012006,7,2,4012
530330004012006,8,2,4012
530330004012006,11,1,4012
530330004012008,9,1,20608
530330004012009,11,0,20607
530330004012010,4,3,20606
530330004012010,9,1,20606
530330004012010,11,2,20606
530330004012011,2,6,20605
530330004012011,7,3,20605
530330004012011,11,5,20605
530330004012012,2,2,20604
530330004012012,4,12,20604
530330004012012,7,5,20604
530330004012012,11,1,20604
530330004012013,7,3,15300
530330004012014,5,1,15299
530330004012015,2,1,15298
530330004012015,7,1,15298
530330004012016,4,1,12997
530330004012016,7,12,12997
530330004012016,8,2,12997
530330004012016,9,127,12997
530330004012016,11,2,12997
530330004012017,2,3,4822
530330004012017,7,2,4822
530330004012017,9,2,4822
530330004013000,2,14,930
530330004013000,4,13,930
530330004013000,5,2,930
530330004013000,7,32,930
530330004013000,8,6,930
530330004013000,9,3,930
530330004013000,10,26,930
530330004013000,11,23,930
530330004013000,12,14,930
530330004013000,13,139,930
530330004021000,11,2,15287
530330004021001,7,1,15286
530330004021002,2,3,15285
530330004021002,12,15,15285
530330004021003,2,1,15284
530330004021003,4,1,15284
530330004021003,7,5,15284
530330004021003,11,2,15284
530330004021004,4,3,13005
530330004021004,9,0,13005
530330004021004,12,21,13005
530330004021005,5,7,12333
530330004021005,9,282,12333
530330004021006,9,0,11355
530330004021006,10,1,11355
530330004021006,11,1,11355
530330004021007,11,2,12998
530330004021008,11,1,13001
530330004021009,7,3,26679
530330004021010,7,1,26680
530330004021010,9,6,26680
530330004021010,11,4,26680
530330004021011,2,1,9532
530330004021011,4,1,9532
530330004021012,11,4,9533
530330004021013,7,1,9534
530330004021014,5,13,9531
530330004021014,7,3,9531
530330004021014,9,1,9531
530330004021014,10,33,9531
530330004021014,11,2,9531
530330004022000,2,12,24190
530330004022000,3,1,24190
530330004022000,5,13,24190
530330004022000,7,14,24190
530330004022000,8,1,24190
530330004022000,11,8,24190
530330004022001,3,13,4474
530330004022001,4,1,4474
530330004022001,9,4,4474
530330004022001,11,1,4474
530330004022002,4,1,4476
530330004022002,5,3,4476
530330004022002,7,1,4476
530330004022002,8,1,4476
530330004022003,2,38,10442
530330004022003,3,33,10442
530330004022003,4,11,10442
530330004022003,5,5,10442
530330004022003,11,19,10442
530330004022004,2,1,10441
530330004022004,5,202,10441
530330004022004,7,2,10441
530330004022004,10,59,10441
530330004022004,11,1,10441
530330004022005,7,3,10448
530330004022005,11,1,10448
530330004022006,3,1,21984
530330004022006,10,1,21984
530330004022007,2,1,15812
530330004022007,5,17,15812
530330004022007,7,2,15812
530330004022007,10,7,15812
530330004022007,11,5,15812
530330004022008,7,2,21985
530330004022009,3,2,21975
530330004022009,7,2,21975
530330004022010,2,11,21976
530330004022010,11,1,21976
530330004022011,2,2,12354
530330004022011,3,6,12354
530330004022011,7,19,12354
530330004022011,8,1,12354
530330004022011,9,3,12354
530330004022011,10,1,12354
530330004022011,11,140,12354
530330004022012,3,1,12359
530330004022012,4,1,12359
530330004022012,7,1,12359
530330004022012,11,1,12359
530330004022013,9,1,12358
530330004022013,11,1,12358
530330004022014,1,6,12355
530330004022014,4,1,12355
530330004022014,5,1,12355
530330004022014,7,11,12355
530330004022014,10,0,12355
530330004022014,11,23,12355
530330004022016,2,2,12363
530330004023000,5,1,21974
530330004023000,11,4,21974
530330004023001,2,2,21971
530330004023001,7,4,21971
530330004023001,9,2,21971
530330004023003,2,3,21968
530330004023003,5,1,21968
530330004023003,7,8,21968
530330004023003,9,3,21968
530330004023003,10,1,21968
530330004023003,11,1,21968
530330004023004,2,2,2983
530330004023004,7,5,2983
530330004023004,9,1,2983
530330004023004,11,2,2983
530330004023005,7,1,22207
530330004023007,11,4,22209
530330004023008,2,2,22210
530330004023008,7,3,22210
530330004023009,7,1,12329
530330004023009,11,2,12329
530330004023010,7,1,20846
530330004023011,8,1,16343
530330004023011,10,4,16343
530330004023012,11,1,16342
530330004023013,4,1,15283
530330004023013,5,1,15283
530330004023013,7,3,15283
530330004023013,8,1,15283
530330004023013,9,3,15283
530330004023013,11,1,15283
530330004023014,2,3,15711
530330004023014,3,1,15711
530330004023014,7,2,15711
530330004023014,8,1,15711
530330004023014,9,2,15711
530330004023014,11,8,15711
530330004023015,8,1,21969
530330004023016,7,3,21972
530330004023017,11,2,21973
530330004023018,11,1,20847
530330004024000,2,2,21983
530330004024000,4,1,21983
530330004024000,7,1,21983
530330004024001,5,1,21980
530330004024001,7,1,21980
530330004024001,9,1,21980
530330004024002,5,2,21979
530330004024002,7,1,21979
530330004024002,11,1,21979
530330004024003,2,4,5830
530330004024003,7,5,5830
530330004024003,9,3,5830
530330004024004,5,19,23670
530330004024004,7,1,23670
530330004024004,9,3,23670
530330004024005,7,7,13004
530330004024005,9,325,13004
530330004024005,11,0,13004
530330004024006,1,2,20627
530330004024006,4,2,20627
530330004024006,7,3,20627
530330004024006,9,2,20627
530330004024006,11,1,20627
530330004024007,5,1,14138
530330004024007,7,1,14138
530330004024007,11,2,14138
530330004024008,2,2,23673
530330004024008,4,23,23673
530330004024008,11,1,23673
530330004024009,2,2,23672
530330004024009,7,6,23672
530330004024010,5,1,23671
530330004024010,7,1,23671
530330004024011,2,1,23676
530330004024011,4,7,23676
530330004024013,5,2,23678
530330004024014,3,1,21981
530330004024014,7,1,21981
530330004024014,8,1,21981
530330004024015,2,4,21982
530330004024015,7,1,21982
530330004024016,2,3,21977
530330004024016,7,2,21977
530330004024016,9,3,21977
530330004024016,10,1,21977
530330004024018,2,3,23675
530330004024019,9,2,23674
530330005001000,1,2,12385
530330005001000,2,2,12385
530330005001000,3,1,12385
530330005001000,4,6,12385
530330005001000,5,1,12385
530330005001000,7,9,12385
530330005001000,9,0,12385
530330005001000,11,1,12385
530330005001003,1,2,4527
530330005001003,2,20,4527
530330005001003,5,1,4527
530330005001003,7,11,4527
530330005001003,8,2,4527
530330005001003,9,4,4527
530330005001003,11,5,4527
530330005001004,2,3,17966
530330005001004,5,1,17966
530330005001006,5,1,17965
530330005001007,3,1,17964
530330005001007,7,1,17964
530330005001007,9,12,17964
530330005001008,7,1,4526
530330005001009,7,1,4528
530330005001013,2,1,12782
530330005001013,4,5,12782
530330005001013,7,2,12782
530330005001013,9,1,12782
530330005001013,11,5,12782
530330005001013,12,3,12782
530330005001014,4,2,24634
530330005001015,2,43,4757
530330005001015,4,3,4757
530330005001015,7,16,4757
530330005001015,9,2,4757
530330005001015,11,9,4757
530330005001016,7,-5,22090
530330005001016,11,-3,22090
530330005001017,2,2,22091
530330005001019,7,2,24265
530330005001019,11,1,24265
530330005001020,7,4,24266
530330005002000,7,8,4758
530330005002000,10,1,4758
530330005002001,3,1,4759
530330005002001,7,2,4759
530330005002001,11,2,4759
530330005002002,7,1,4760
530330005002002,11,3,4760
530330005002003,2,3,4761
530330005002003,7,5,4761
530330005002004,3,1,12999
530330005002004,7,1,12999
530330005002004,11,1,12999
530330005002005,11,1,13007
530330005002006,2,3,13006
530330005002006,7,6,13006
530330005002006,9,1,13006
530330005002007,4,1,13000
530330005002008,1,1,4976
530330005002008,2,2,4976
530330005002008,7,1,4976
530330005002009,7,1,13009
530330005002009,11,1,13009
530330005002011,10,3,12353
530330005002011,11,1,12353
530330005002012,7,2,4972
530330005002012,8,1,4972
530330005002013,9,1,4971
530330005002014,7,1,4970
530330005002014,9,2,4970
530330005002015,7,2,13558
530330005002016,11,2,13559
530330005002017,3,1,4975
530330005002017,7,1,4975
530330005002017,11,3,4975
530330005002018,1,1,4974
530330005002019,2,5,4973
530330005002019,3,1,4973
530330005002019,7,1,4973
530330005003000,5,1,13003
530330005003000,7,2,13003
530330005003000,9,1,13003
530330005003001,7,1,13008
530330005003001,11,3,13008
530330005003002,7,1,24267
530330005003003,11,2,24269
530330005003004,11,1,5849
530330005003006,4,1,5851
530330005003006,7,1,5851
530330005003007,7,3,13563
530330005003008,4,2,13561
530330005003008,11,1,13561
530330005003009,7,2,5959
530330005003009,9,1,5959
530330005003009,11,3,5959
530330005003010,7,2,13564
530330005003011,7,8,24191
530330005003012,4,3,24192
530330005003013,5,1,8339
530330005003013,7,3,8339
530330005003013,11,3,8339
530330005003014,2,2,12332
530330005003014,7,1,12332
530330005003015,2,2,7348
530330005003015,3,1,7348
530330005003015,5,3,7348
530330005003015,7,7,7348
530330005003015,8,1,7348
530330005003015,9,1,7348
530330005003015,11,5,7348
530330005003016,4,1,21882
530330005003016,7,1,21882
530330005003017,2,1,13560
530330005003017,11,2,13560
530330006001000,9,1,22024
530330006001000,11,3,22024
530330006001001,3,1,22023
530330006001002,7,1,22022
530330006001003,7,1,22021
530330006001004,2,76,10444
530330006001004,4,3,10444
530330006001004,5,194,10444
530330006001004,7,54,10444
530330006001004,8,2,10444
530330006001004,9,1,10444
530330006001004,10,-26,10444
530330006001004,11,20,10444
530330006001004,12,45,10444
530330006001005,4,1,22334
530330006001005,7,2,22334
530330006001005,11,2,22334
530330006001006,7,1,22333
530330006001007,3,3,15846
530330006001007,5,6,15846
530330006001007,7,2,15846
530330006001007,8,1,15846
530330006001007,9,35,15846
530330006001007,10,1,15846
530330006001008,2,3,19786
530330006001008,7,3,19786
530330006001009,2,4,22331
530330006001009,7,1,22331
530330006001010,2,4,10443
530330006001010,11,27,10443
530330006001010,12,30,10443
530330006001010,13,178,10443
530330006001011,2,5,22330
530330006001012,2,2,22329
530330006001012,5,1,22329
530330006001012,7,4,22329
530330006001012,11,2,22329
530330006001013,2,4,22328
530330006001013,7,12,22328
530330006001014,7,1,9545
530330006001014,9,1,9545
530330006001015,4,1,9547
530330006001015,5,1,9547
530330006001015,9,22,9547
530330006001016,3,17,10445
530330006001016,5,215,10445
530330006001016,7,35,10445
530330006001016,10,136,10445
530330006001016,11,22,10445
530330006001020,5,8,10450
530330006001020,7,4,10450
530330006001020,11,17,10450
530330006001021,2,2,10451
530330006001021,3,9,10451
530330006001021,7,1,10451
530330006001021,11,20,10451
530330006001021,12,47,10451
530330006001022,7,6,10446
530330006001022,12,93,10446
530330006001023,4,2,15847
530330006001023,5,1,15847
530330006001023,7,2,15847
530330006001023,11,1,15847
530330006001024,2,4,15857
530330006001024,7,1,15857
530330006001024,8,1,15857
530330006001024,9,1,15857
530330006002000,2,2,4193
530330006002000,4,1,4193
530330006002000,7,2,4193
530330006002000,11,1,4193
530330006002000,12,29,4193
530330006002001,4,1,15510
530330006002001,11,2,15510
530330006002002,4,4,11307
530330006002002,5,2,11307
530330006002002,7,8,11307
530330006002002,9,1,11307
530330006002002,11,1,11307
530330006002003,5,1,11308
530330006002003,7,5,11308
530330006002003,11,2,11308
530330006002004,13,41,11311
530330006002005,4,1,11309
530330006002005,5,2,11309
530330006002005,7,8,11309
530330006002005,8,2,11309
530330006002005,9,17,11309
530330006002005,10,22,11309
530330006002005,11,2,11309
530330006002006,2,6,11310
530330006002006,3,1,11310
530330006002006,4,13,11310
530330006002006,7,1,11310
530330006002006,8,1,11310
530330006002006,9,50,11310
530330006002006,11,0,11310
530330006003000,7,4,15848
530330006003000,9,1,15848
530330006003001,2,1,15850
530330006003001,7,1,15850
530330006003001,8,9,15850
530330006003001,9,11,15850
530330006003001,10,3,15850
530330006003001,11,8,15850
530330006003002,2,1,15849
530330006003003,2,3,15856
530330006003003,11,2,15856
530330006003004,11,2,15855
530330006003005,7,3,10453
530330006003005,8,2,10453
530330006003005,12,127,10453
530330006003006,1,6,8901
530330006003006,2,824,8901
530330006003006,3,7,8901
530330006003006,7,203,8901
530330006003006,9,100,8901
530330006003006,10,3,8901
530330006003006,11,13,8901
530330006003007,2,1,15811
530330006003007,3,6,15811
530330006003007,4,56,15811
530330006003007,5,379,15811
530330006003007,7,11,15811
530330006003007,9,4,15811
530330006003007,10,70,15811
530330006003007,11,29,15811
